Date,Open,High,Low,Close,Adj Close,Volume
2020-03-17,88.773499,92.889000,84.461998,90.391998,90.391998,218342000
2020-03-18,87.500000,92.083000,87.250000,91.500000,91.500000,192904000
2020-03-19,93.000000,97.250000,91.632500,94.046501,94.046501,207998000
2020-03-20,96.315498,97.849998,91.036499,92.304497,92.304497,196358000
2020-03-23,91.387497,95.970001,90.599998,95.141502,95.141502,156170000
2020-03-24,97.574997,97.750000,95.016998,97.004997,97.004997,142942000
2020-03-25,96.034500,97.513000,94.289001,94.292000,94.292000,129582000
2020-03-26,95.099998,97.824501,94.464500,97.774498,97.774498,124426000
2020-03-27,96.542999,96.989502,94.996002,95.004997,95.004997,107758000
2020-03-30,96.141502,98.681503,95.616997,98.197502,98.197502,122522000
2020-03-31,98.217499,99.651001,97.200500,97.486000,97.486000,102472000
2020-04-01,96.648499,97.248001,94.650002,95.385002,95.385002,82438000
2020-04-02,95.082001,96.376503,94.500000,95.941498,95.941498,86720000
2020-04-03,95.557503,96.316498,94.457497,95.329498,95.329498,72198000
2020-04-06,96.800003,99.926003,96.500999,99.879501,99.879501,115464000
2020-04-07,100.855499,101.786003,99.880997,100.580002,100.580002,102280000
2020-04-08,101.050003,102.199997,100.557503,102.150002,102.150002,79546000
2020-04-09,102.214996,102.650002,100.883003,102.138000,102.138000,92930000
2020-04-13,102.000000,109.000000,101.900002,108.443497,108.443497,134334000
2020-04-14,110.023499,114.599998,109.310501,114.166000,114.166000,161744000
2020-04-15,112.884003,116.668503,112.250000,115.384003,115.384003,137332000
2020-04-16,117.300003,123.050003,116.750000,120.409500,120.409500,240764000
2020-04-17,118.616501,120.000000,115.801003,118.750000,118.750000,158600000
2020-04-20,119.497498,122.249001,119.302498,119.680496,119.680496,115414000
2020-04-21,120.830498,121.415497,113.983002,116.405998,116.405998,149534000
2020-04-22,118.449997,119.699997,117.550003,118.174500,118.174500,84244000
2020-04-23,119.999001,121.210999,119.103996,119.972504,119.972504,101332000
2020-04-24,120.849998,121.021500,119.099998,120.511002,120.511002,76498000
2020-04-27,122.160004,122.244003,118.150002,118.800003,118.800003,112912000
2020-04-28,118.605003,118.675003,115.300003,115.704002,115.704002,105388000
2020-04-29,116.500504,119.594498,115.500000,118.635498,118.635498,91832000
2020-04-30,120.991997,123.750000,119.800499,123.699997,123.699997,190692000
2020-05-01,116.839996,118.122002,112.909500,114.302002,114.302002,195452000
2020-05-04,112.819000,116.348999,112.819000,115.799500,115.799500,97318000
2020-05-05,117.000000,117.550003,115.356499,115.889999,115.889999,64850000
2020-05-06,116.472000,117.872498,116.000000,117.563004,117.563004,62356000
